epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2297.07,1.44906,1.25776,1.41898,0.90982,0.84323,0.89755,0.53723,1.35217,0.88457,1.42925,3.33318e-05,3.33318e-05,0.0667016
